quest_id,name,state,zone,required_level,quest_level,earliest_completion_level,task_class,objective_summary,time_optimistic_min,time_central_min,time_pessimistic_min,distance_index,missing_group_prerequisites,missing_single_prerequisites,next_quest,route_flags,confidence,xp_at_35,xp_at_36,xp_at_37,xp_at_38,xp_at_39,xp_at_40,xp_at_41,xp_at_42,xp_at_43,xp_at_44,xp_at_45,xp_at_46,xp_at_47,xp_at_48,xp_at_49,xp_at_50,xp_at_51,xp_at_52,xp_at_53,xp_at_54
1691,废土的公正,future_level,塔纳利斯,40,44,42,multi_target_shared_kill,kill/regular_shared_kills/x10/废土游荡者#5615; kill/regular_shared_kills/x8/废土刺客#5623; kill/regular_shared_kills/x6/废土暗法师#5617,15.7,24.54,40.82,29.54,,1690,,,medium,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,8500,6300,4200,2100,1050
2741,超级测蛋器,future_level,塔纳利斯,42,47,42,world_object_item_collection,item/task_item_world_object_pickup/x1/Hippogryph Egg#141931@100%,9.68,20.59,39.1,0.0,,,,"cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,9700,7200
8365,海盗的帽子！,future_level,塔纳利斯,40,45,42,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x20/南海海盗#7855@80%|南海劫掠者#7856@80%|南海码头工人#7857@80%|南海流氓#7858@80%|安德雷·费尔比德#7883@80%|克雷格·尼哈鲁#8203@80%|南海绑匪#15685@6%,28.95,52.46,91.81,48.65,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,8900,6600,4400,2200
8366,南海复仇,future_level,塔纳利斯,40,45,42,multi_target_shared_kill,kill/regular_shared_kills/x10/南海海盗#7855; kill/regular_shared_kills/x10/南海劫掠者#7856; kill/regular_shared_kills/x10/南海码头工人#7857; kill/regular_shared_kills/x10/南海流氓#7858,29.19,49.39,86.31,48.65,,,,,medium,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,8900,6600,4400,2200
81,送回蜜酒,future_level,奥格瑞玛,42,48,42,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,77,,cross_zone_or_multi_zone,low_until_manual_review,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
649,寻找蜜酒,future_level,奥格瑞玛,42,48,42,travel_dialogue_or_turnin,,0.9,1.41,2.41,0.2,,,650,,medium_high,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1000
650,寻找蜜酒,future_level,奥格瑞玛,42,48,42,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,649,77,cross_zone_or_multi_zone,low_until_manual_review,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
2995,联络中心,future_level,幽暗城,42,47,42,mixed_objectives,object/multiple_world_objects/xNone/Highvale Records#144071; object/multiple_world_objects/xNone/Highvale Notes#144072; object/multiple_world_objects/xNone/Highvale Report#144073,10.15,21.4,43.65,0.0,,,,"active_item_or_spell_use,cross_zone_or_multi_zone",low_until_manual_review,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,7200,5400
348,荆棘谷热疫,future_level,荆棘谷,40,45,42,single_named_drop,item/single_named_creature_task_item/x1/野蛮的莫克#1514@100%,1.83,2.89,4.72,0.3,,,,active_item_or_spell_use,medium,16600,16600,16600,16600,16600,16600,16600,16600,16600,16600,16600,16600,16600,16600,16600,16600,13300,10000,6600,3300
594,瓶中信,future_level,荆棘谷,42,42,42,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,630,,medium_high,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,5800,4300,2900,1450,720,720,720
609,讨债行动,level_met_but_prerequisite_locked,荆棘谷,30,44,42,mixed_with_personal_item,"item/multiple_creature_task_item_drops/xNone/""畸形足""玛雷·维尔金斯#2535@100%; item/multiple_creature_task_item_drops/xNone/火柴棍乔乔#2536@100%; item/multiple_creature_task_item_drops/xNone/拇指苏克#2537@100%",6.96,10.23,16.1,52.63,,607,,drop_rate_required,low_until_manual_review,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,8500,6300,4200,2100,1050
630,瓶中信,future_level,荆棘谷,42,42,42,single_named_drop,item/single_named_creature_task_item/x1/穆克拉#1559@100%,2.5,3.69,5.74,8.22,,594,,active_item_or_spell_use,medium,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,7700,5800,3900,1950,960,960,960
2980,菲拉斯的食人魔,future_level,菲拉斯,38,44,42,multi_target_shared_kill,kill/regular_shared_kills/x10/戈杜尼萨满祭司#5236; kill/regular_shared_kills/x10/戈杜尼术士#5240; kill/regular_shared_kills/x5/戈杜尼虐待者#5234,16.72,26.0,43.4,52.38,,2975,,,medium,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,8500,6300,4200,2100,1050
7730,祖卡什的入侵,future_level,菲拉斯,39,45,42,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x20/祖卡什毒刺蝎#5244@100%|祖卡什异种蝎#5245@100%|祖卡什工蝎#5246@100%|祖卡什掘洞蝎#5247@100%|毒刺鞭笞者#14661@100%,22.87,38.6,63.41,38.85,,2903,,drop_rate_required,low_until_manual_review,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,8900,6600,4400,2200
77,收集蜜糖,future_level,辛特兰,42,48,42,world_object_item_collection,item/task_item_world_object_pickup/x10/Horde Supply Crate#142191@100%,11.85,17.46,25.9,62.24,,650,,object_respawn_and_multi_click_unknown,low_until_manual_review,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
2782,林吉的秘密,future_level,辛特兰,42,47,42,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,2742,,cross_zone_or_multi_zone,low_until_manual_review,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,4800,3600
8273,奥兰的感谢,future_level,辛特兰,42,47,42,travel_dialogue_or_turnin,,1.9,4.4,10.4,,,2782,,automatic_route_candidate_missing,low_until_manual_review,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,9700,7200
644,托尔贝恩符印,level_met_but_prerequisite_locked,阿拉希高地,32,42,42,single_named_drop,item/single_named_creature_task_item/x1/加林·托尔贝恩王子#2607@100%,6.61,9.24,14.54,102.92,,643,645,,medium,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,7700,5800,3900,1950,960,960,960
656,召唤大地公主,level_met_but_prerequisite_locked,阿拉希高地,30,50,42,single_named_drop,item/single_named_creature_task_item/x1/密斯莱尔#2755@100%,11.85,24.02,44.92,0.0,,692,,"active_item_or_spell_use,cross_zone_or_multi_zone,elite_or_rare_target",low_until_manual_review,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400
351,寻找OOX-17/TN！,future_level,塔纳利斯,43,48,43,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,648,,medium_high,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
2875,通缉：安德雷·费尔比德,future_level,塔纳利斯,38,45,43,single_named_drop,item/single_named_creature_task_item/x1/安德雷·费尔比德#7883@100%,4.86,6.93,10.98,52.48,,,,,medium,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,8900,6600,4400,2200
3161,加兹瑞迪安,future_level,塔纳利斯,43,48,43,world_object_item_collection,item/task_item_world_object_pickup/x30/Gahz'ridian#140971@100%,26.48,39.91,57.92,38.4,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
1428,海中的威胁,level_met_but_prerequisite_locked,悲伤沼泽,35,45,43,multi_target_shared_kill,kill/regular_shared_kills/x10/沼泽喷墨鱼人#750; kill/regular_shared_kills/x10/沼泽食腐鱼人#751; kill/regular_shared_kills/x10/沼泽鱼人智者#752,17.17,24.52,37.78,39.97,,1427,,,medium,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,8900,6600,4400,2200
4449,被锁起来的矮人,future_level,灼热峡谷,43,45,43,mixed_with_personal_item,kill/regular_shared_kills/x8/黑铁地质学家#5839; item/multiple_creature_task_item_drops/x15/黑铁地质学家#5839@9.8817%|黑铁锻造师#5840@0.02%|奴隶工#5843@9.7076%|黑铁奴隶贩子#5844@0.02%|黑铁工头#5846@0.02%|重型作战傀儡#5854@0.02%|暮光火焰卫士#5861@0.02%|暮光地占师#5862@0.02%,157.09,285.35,517.81,61.21,,,4450,"active_item_or_spell_use,drop_rate_required",low_until_manual_review,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,8900,6600,4400,2200
4450,塔纳利斯的账本,future_level,灼热峡谷,43,46,43,mixed_with_personal_item,item/task_item_world_object_pickup/xNone/Goodsteel Ledger#173266@100%; item/multiple_creature_task_item_drops/xNone/晶网蜘蛛#5856@80%; item/task_item_world_object_pickup/xNone/Damaged Crate#174728@100%; item/multiple_creature_task_item_drops/xNone/加奎亚#9916@100%,12.3,26.12,49.46,5.6,,4449,,"cross_zone_or_multi_zone,drop_rate_required,object_respawn_and_multi_click_unknown",low_until_manual_review,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,11500,8600,5800
4451,自由的钥匙,future_level,灼热峡谷,43,47,43,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,,active_item_or_spell_use,medium_high,15100,15100,15100,15100,15100,15100,15100,15100,15100,15100,15100,15100,15100,15100,15100,15100,15100,15100,12100,9100
586,甘祖拉恩,level_met_but_prerequisite_locked,荆棘谷,30,46,43,mixed_with_personal_item,kill/regular_shared_kills/x8/劈颅猎人#669; kill/regular_shared_kills/x6/劈颅猎头者#781; kill/regular_shared_kills/x4/劈颅狂战士#783; item/multiple_creature_task_item_drops/xNone/野蛮的安纳希克#1059@100%,13.36,18.74,28.35,43.36,,584,,drop_rate_required,low_until_manual_review,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,9300,6900,4600
591,心灵之眼,level_met_but_prerequisite_locked,荆棘谷,30,46,43,single_named_drop,item/single_named_creature_task_item/x1/麦佐斯#818@100%,4.43,6.36,10.08,41.32,,589,,,medium,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,9300,6900,4600
778,不祥的感觉,level_met_but_prerequisite_locked,荒芜之地,35,45,43,single_named_drop,item/single_named_creature_task_item/x1/法姆雷托守护者#2919@100%,1.79,2.84,4.64,0.0,,777,,,medium,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,11000,8300,5500,2800
2979,黑暗仪式,future_level,菲拉斯,38,46,43,single_creature_drop,item/single_regular_creature_task_item/x1/戈杜尼大法师#5239@100%,5.77,8.22,13.07,61.07,,2978,3002,,medium,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,11600,9300,6900,4600
3128,天然材料,future_level,菲拉斯,40,50,43,mixed_with_personal_item,item/multiple_creature_task_item_drops/x2/森林漫游者#7584@80%; item/multiple_creature_task_item_drops/x6/精龙#5276@80%|小精龙#5278@80%|大地行者#5357@80%|峭壁巨人#5358@80%|被俘获的小精龙#7997@80%; item/multiple_creature_task_item_drops/x20/乱羽角鹰兽#5300@80%|乱羽翼鹿#5304@80%|乱羽鸣天者#5305@80%|乱羽角鹰雄兽#5306@80%|滑翔者安蒂鲁斯#5347@80%; item/multiple_creature_task_item_drops/x40/小精龙#5278|乱羽角鹰兽#5300@80%|乱羽翼鹿#5304@80%|乱羽鸣天者#5305@80%|乱羽角鹰雄兽#5306@80%|滑翔者安蒂鲁斯#5347@80%|大地行者#5357@80%|峭壁巨人#5358@80%,81.64,145.83,254.0,55.35,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600
485,找到OOX-09/HL！,future_level,辛特兰,43,48,43,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,836,,medium_high,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
2606,好味道,future_level,塔纳利斯,44,49,44,travel_dialogue_or_turnin,,1.01,1.55,2.63,1.94,,2605,2641,,medium_high,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
2641,斯普琳科的秘密佐料,future_level,塔纳利斯,44,49,44,world_object_item_collection,item/task_item_world_object_pickup/x1/Violet Tragan#141853@100%,9.68,20.58,39.09,0.0,,2606,,"cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100
2661,给马林的粉末,future_level,塔纳利斯,44,49,44,travel_dialogue_or_turnin,,1.01,1.55,2.63,1.94,,2641,2662,,medium_high,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
2662,诺格弗格药剂,future_level,塔纳利斯,44,49,44,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,2661,,,medium_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,加兹瑞拉,future_level,塔纳利斯,40,50,44,single_named_drop,item/single_named_creature_task_item/x1/加兹瑞拉#7273@100%,6.14,10.98,21.2,,,,,"automatic_route_candidate_missing,elite_or_rare_target",low_until_manual_review,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400
2781,通缉：卡利夫·斯科比斯汀,future_level,塔纳利斯,38,46,44,single_named_drop,item/single_named_creature_task_item/x1/卡利夫·斯科比斯汀#7847@100%,3.42,5.01,8.01,27.62,,,,,medium,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,14400,11500,8600,5800
3504,叛徒,future_level,奥格瑞玛,44,53,44,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,,3505,cross_zone_or_multi_zone,low_until_manual_review,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600
3507,叛徒,future_level,奥格瑞玛,44,56,44,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,3506,,cross_zone_or_multi_zone,low_until_manual_review,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100
3442,无瑕之焰,future_level,灼热峡谷,40,48,44,mixed_with_personal_item,item/multiple_creature_task_item_drops/x4/炽热元素#5850@29%|地狱元素#5852@31%|熔岩元素#5855@26%|斯卡尔德#8281; item/multiple_creature_task_item_drops/x4/温和的作战傀儡#5853@28%|重型作战傀儡#5854@27%|熔岩元素#5855@30%,32.45,66.58,140.17,36.74,,3441,3443,"drop_rate_required,elite_or_rare_target",low_until_manual_review,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
7734,更高的品质,future_level,菲拉斯,40,48,44,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x10/狂暴的怒痕雪人#5296@80%|老年怒痕雪人#5297@80%|残忍的怒痕雪人#5299@80%,16.83,31.14,53.87,49.29,,2822,,drop_rate_required,low_until_manual_review,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
7829,野蛮的枭兽,future_level,辛特兰,44,48,44,shared_kill,kill/regular_shared_kills/x10/野蛮的枭兽#2929,11.0,17.42,29.65,73.34,,,,,medium_high,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
7839,邪枝窃贼,future_level,辛特兰,44,48,44,world_object_item_collection,item/task_item_world_object_pickup/x1/Slagtree's Lost Tools#179908@100%,5.43,7.57,11.83,74.35,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
7841,给蛮锤部族的警告,future_level,辛特兰,44,48,44,multi_target_shared_kill,kill/regular_shared_kills/x8/高原斥候#2692; kill/regular_shared_kills/x5/高原前锋#2691; kill/regular_shared_kills/x5/高原游侠#2694; kill/regular_shared_kills/x2/高原神射手#2693,16.82,24.23,38.29,113.7,,,7842,,medium,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
7842,又一个给蛮锤部族的警告,future_level,辛特兰,44,48,44,single_creature_drop,item/single_regular_creature_task_item/x1/枯木剥皮者#2651@9.4212%|训练有素的锋喙狮鹫#2657@40.1881%|锋喙狮鹫#2658@38.7836%|翱翔的锋喙狮鹫#2659@38.8316%,8.35,12.94,24.79,102.01,,7841,7843,,medium,15700,15700,15700,15700,15700,15700,15700,15700,15700,15700,15700,15700,15700,15700,15700,15700,15700,15700,15700,12600
7844,野蛮的亲戚,future_level,辛特兰,44,48,44,multi_target_shared_kill,kill/regular_shared_kills/x6/邪枝割颅者#4466; kill/regular_shared_kills/x2/邪枝占卜者#4467,9.36,14.58,24.63,72.75,,,,,medium,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
82,腐化之巢,future_level,塔纳利斯,39,47,45,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x5/森提帕尔异种蝎#5455@80%|森提帕尔毒刺蝎#5456@80%|森提帕尔群居蝎#5457@80%|森提帕尔工蝎#5458@80%|森提帕尔掘洞蝎#5459@80%|森提帕尔沙行者#5460@80%,10.57,18.7,33.34,49.88,,992,,drop_rate_required,low_until_manual_review,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,7200,5400
2605,口渴的地精,future_level,塔纳利斯,44,49,45,single_creature_drop,item/single_regular_creature_task_item/x1/灌木露水收集者#5481@100%,7.08,10.03,15.94,89.3,,,2606,,medium,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100
3568,堕落之水,future_level,幽暗城,45,52,45,mixed_objectives,item/item_source_not_in_questie/x4/; item/item_source_not_in_questie/xNone/; item/item_source_not_in_questie/xNone/; item/item_source_not_in_questie/xNone/,5.9,11.4,25.4,0.0,,,,,low_until_manual_review,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
3569,堕落之水,future_level,幽暗城,45,52,45,travel_dialogue_or_turnin,,0.91,1.42,2.43,0.68,,3568,,,medium_high,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450
3570,堕落之水,future_level,幽暗城,45,52,45,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,3569,,,medium_high,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700
2622,丢失的命令,future_level,悲伤沼泽,45,50,45,travel_dialogue_or_turnin,,1.06,1.61,2.73,3.72,,2621,2623,,medium_high,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
7704,看看它的个头！,future_level,灼热峡谷,45,51,45,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,,,medium_high,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100
7722,绝密配方！,future_level,灼热峡谷,45,50,45,world_object_item_collection,item/task_item_world_object_pickup/x1/Secret Plans: Fiery Flux#179826@100%,2.24,3.34,5.27,16.58,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600
7728,被盗：鼓风机和望远镜,future_level,灼热峡谷,45,48,45,mixed_with_personal_item,item/multiple_creature_task_item_drops/xNone/黑铁锻造师#5840@100%; item/multiple_creature_task_item_drops/xNone/黑铁哨兵#8566@100%,4.57,6.94,11.17,52.6,,,,drop_rate_required,low_until_manual_review,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
7729,工作机会：肃清竞争对手,future_level,灼热峡谷,45,48,45,multi_target_shared_kill,kill/regular_shared_kills/x15/黑铁工头#5846; kill/regular_shared_kills/x15/黑铁奴隶贩子#5844,19.26,30.23,50.17,32.48,,,,,medium,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,10100
3381,会见主人,future_level,艾萨拉,45,48,45,item_source_not_in_questie,item/item_source_not_in_questie/x2/,2.9,6.4,15.4,,,,,"automatic_route_candidate_missing,non_npc_finish_or_missing_finish,non_npc_start_or_missing_start",low_until_manual_review,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,5000
3508,破坏结界,future_level,艾萨拉,45,58,45,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,3141,3509,,medium_high,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000
3509,恶魔之名,future_level,艾萨拉,45,58,45,travel_dialogue_or_turnin,,2.42,3.43,5.54,28.65,,3508,3510,,medium_high,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000
3511,恶魔之名,future_level,艾萨拉,45,58,45,travel_dialogue_or_turnin,,2.42,3.43,5.54,28.65,,3510,3602,,medium_high,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000
3517,搜索知识,future_level,艾萨拉,45,52,45,mixed_with_personal_item,item/task_item_world_object_pickup/xNone/Tablet of Beth'Amara#148516@100%; item/task_item_world_object_pickup/xNone/Tablet of Jin'yael#148513@100%; item/task_item_world_object_pickup/xNone/Tablet of Markri#148514@100%; item/task_item_world_object_pickup/xNone/Tablet of Sael'hai#148515@100%,5.66,8.36,12.64,31.71,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700
3518,玛加萨的石版,future_level,艾萨拉,45,52,45,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,3517,3562,cross_zone_or_multi_zone,low_until_manual_review,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
3541,杰斯雷蒙的石版,future_level,艾萨拉,45,52,45,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,3517,3563,cross_zone_or_multi_zone,low_until_manual_review,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
3542,安德隆·甘特的石版,future_level,艾萨拉,45,52,45,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,3517,3564,cross_zone_or_multi_zone,low_until_manual_review,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
3561,大法师克希雷姆的石版,future_level,艾萨拉,45,52,45,travel_dialogue_or_turnin,,1.59,2.32,3.83,13.05,,3517,3565,,medium_high,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
3562,玛加萨的报酬,future_level,艾萨拉,45,52,45,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,3518,,cross_zone_or_multi_zone,low_until_manual_review,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
3563,杰斯雷蒙的报酬,future_level,艾萨拉,45,52,45,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,3541,,cross_zone_or_multi_zone,low_until_manual_review,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
3564,安德隆的报酬,future_level,艾萨拉,45,52,45,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,3542,,cross_zone_or_multi_zone,low_until_manual_review,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
3565,克希雷姆的报酬,future_level,艾萨拉,45,52,45,travel_dialogue_or_turnin,,1.59,2.32,3.83,13.05,,3561,,,medium_high,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
3602,艾萨拉水晶,future_level,艾萨拉,45,58,45,world_object_item_collection,item/task_item_world_object_pickup/x20/Azsharite Formation#152620@100%|Azsharite Formation#152621@100%|Azsharite Formation#152622@100%|Azsharite Formation#152631@100%,18.22,27.4,39.97,34.65,,3511,,"active_item_or_spell_use,object_respawn_and_multi_click_unknown",low_until_manual_review,22500,22500,22500,22500,22500,22500,22500,22500,22500,22500,22500,22500,22500,22500,22500,22500,22500,22500,22500,22500
3621,武器的铸造,future_level,艾萨拉,45,58,45,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,3602,3625,cross_zone_or_multi_zone,low_until_manual_review,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
5535,永不安息的灵魂,future_level,艾萨拉,45,47,45,multi_target_shared_kill,kill/regular_shared_kills/x6/上层精灵的幻影#6116; kill/regular_shared_kills/x6/上层精灵鬼巫#6117,7.57,11.02,17.46,19.57,,,,active_item_or_spell_use,medium,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,9700,7200
5536,充满仇恨的土地,future_level,艾萨拉,45,47,45,multi_target_shared_kill,kill/regular_shared_kills/x6/哈达尔萨特#6125; kill/regular_shared_kills/x2/哈达尔欺诈者#6126; kill/regular_shared_kills/x2/哈达尔魔仆#6127,8.1,11.53,17.98,37.01,,,,,medium,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,9700,7200
3626,返回诅咒之地,future_level,荆棘谷,45,58,45,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,3625,3627,cross_zone_or_multi_zone,low_until_manual_review,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500
