quest_id,name,status,zone,required_level,quest_level,xp_db_level,xp_db_base,earliest_completion_level,xp_at_earliest_completion,task_class,objectives,time_optimistic_min,time_central_min,time_pessimistic_min,xp_per_central_minute,distance_index,pre_single,pre_group,next_quest,route_flags,confidence,manual_review
2861,塔贝萨的任务,future_level_band,塔纳利斯,40,46,46,575,40,1150,travel_dialogue_or_turnin,,8.9,19.4,37.4,59.3,,,,2846,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,not_in_world_candidate_union
2864,特兰雷克,future_level_band,塔纳利斯,40,45,45,550,40,1100,travel_dialogue_or_turnin,,8.9,19.4,37.4,56.7,0.0,,,2865,cross_zone_or_multi_zone,low_until_manual_review,
2865,圣甲虫的壳,future_level_band,塔纳利斯,40,45,45,8300,40,16600,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=5:sources=圣甲虫,13.94,46.41,137.44,357.7,0.52,2864,,,"cross_zone_or_multi_zone,drop_rate_required,dungeon_objective_source",low_until_manual_review,server_drop_rate_needed
2872,斯杜雷的债务,future_level_band,塔纳利斯,40,45,45,550,40,1100,travel_dialogue_or_turnin,,8.9,19.4,37.4,56.7,0.0,,,2873,cross_zone_or_multi_zone,low_until_manual_review,
2873,斯杜雷的货物,future_level_band,塔纳利斯,40,45,45,5540,40,11100,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Stolen Cargo,4.13,5.82,10.3,1907.2,48.27,2872,,2874,object_respawn_and_multi_click_unknown,low_until_manual_review,
2874,给马克基雷的货物,future_level_band,塔纳利斯,40,45,45,5540,40,11100,travel_dialogue_or_turnin,,8.9,19.4,37.4,572.2,,2873,,,cross_zone_or_multi_zone,low_until_manual_review,
2876,船运时刻表,future_level_band,塔纳利斯,40,45,45,6900,40,13800,travel_dialogue_or_turnin,,0.9,1.4,2.4,9857.1,0.0,,,,,medium_high,
3527,摩沙鲁的预言,future_level_band,塔纳利斯,40,47,47,9050,40,18100,mixed_with_personal_item,"item:multiple_creature_task_item_drops:count=None:sources=殉教者塞卡,瑟卡; item:multiple_creature_task_item_drops:count=None:sources=水占师维蕾萨",12.49,48.47,157.83,373.4,0.0,3520,,4787,"cross_zone_or_multi_zone,drop_rate_required,dungeon_objective_source,elite_or_rare_target",low_until_manual_review,"objective_count:missing_counts,server_drop_rate_needed"
8182,拉斯塔哈之手,future_level_band,塔纳利斯,40,58,58,13500,40,27000,travel_dialogue_or_turnin,,8.9,19.4,37.4,1391.8,,8181,,,cross_zone_or_multi_zone,low_until_manual_review,
3454,惩戒火炬,future_level_band,灼热峡谷,40,50,50,6810,40,13600,travel_dialogue_or_turnin,,0.9,1.4,2.4,9714.3,0.04,3453,,,,medium_high,
3462,侍卫玛特拉克,future_level_band,灼热峡谷,40,50,50,680,40,1350,travel_dialogue_or_turnin,,0.9,1.4,2.4,964.3,0.06,3454,,3463,,medium_high,
3463,烧掉它们！,future_level_band,灼热峡谷,40,52,52,11000,40,22000,mixed_objectives,object:multiple_world_objects:count=None:sources=Sentry Brazier; object:multiple_world_objects:count=None:sources=Sentry Brazier; object:multiple_world_objects:count=None:sources=Sentry Brazier; object:multiple_world_objects:count=None:sources=Sentry Brazier,3.86,5.79,13.4,3799.7,37.46,3462,,,active_item_or_spell_use,low_until_manual_review,objective_count:missing_counts
3481,打开箱子...,future_level_band,灼热峡谷,40,50,50,680,40,1350,travel_dialogue_or_turnin,,0.9,1.4,2.4,964.3,0.0,3463,,,,medium_high,
580,威士忌斯利姆的酒,future_level_band,荆棘谷,40,50,50,6810,40,13600,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Pupellyverbos Port,9.32,20.07,39.48,677.6,0.3,,,,"cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,
608,血帆海盗,future_level_band,荆棘谷,37,42,42,6000,40,12000,multi_target_shared_kill,kill:regular_shared_kills:count=None:sources=斯蒂沃特船长; kill:regular_shared_kills:count=None:sources=尼哈鲁船长; kill:regular_shared_kills:count=None:sources=舰队指挥官菲尔拉伦,4.14,6.08,9.9,1973.7,23.57,604,,,,low_until_manual_review,objective_count:missing_counts
3721,你自己的OOX,future_level_band,荆棘谷,40,50,50,10200,40,20400,travel_dialogue_or_turnin,,0.92,1.43,2.44,14265.7,0.3,,"648,836,2767",,,medium_high,
8181,面对叶基亚,future_level_band,荆棘谷,40,58,58,9020,40,18000,travel_dialogue_or_turnin,,1.9,4.4,10.4,4090.9,,4788,,,automatic_route_candidate_missing,low_until_manual_review,not_in_world_candidate_union
8551,船长的箱子,available_by_level_subject_to_prerequisites,荆棘谷,35,42,42,4820,40,9600,single_named_drop,item:single_named_creature_task_item:count=1:sources=高拉什,4.84,8.74,22.87,1098.4,23.98,,,,elite_or_rare_target,medium,
8554,挑战奈古拉什,available_by_level_subject_to_prerequisites,荆棘谷,35,42,42,7200,40,14400,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=5:sources=奈古拉什,11.29,48.18,162.38,298.9,0.02,8553,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,"objective_count:ambiguous_extra_numbers,server_drop_rate_needed"
692,遗失的卷轴碎片,available_by_level_subject_to_prerequisites,荒芜之地,30,41,41,4590,40,9200,mixed_with_personal_item,item:multiple_creature_task_item_drops:count=None:sources=被激怒的石元素; item:multiple_creature_task_item_drops:count=None:sources=被激怒的石元素; item:multiple_creature_task_item_drops:count=None:sources=被激怒的石元素,4.44,21.42,73.72,429.5,15.05,687,,,drop_rate_required,low_until_manual_review,"objective_count:missing_counts,server_drop_rate_needed"
782,破碎的联盟,future_level_band,荒芜之地,40,43,43,5050,40,10100,single_named_drop,item:single_named_creature_task_item:count=1:sources=索格伦,4.13,5.97,11.82,1691.8,61.98,,,793,,medium,
2280,白金圆盘,future_level_band,荒芜之地,40,47,47,7550,40,15100,travel_dialogue_or_turnin,,8.9,19.4,37.4,778.4,,2278,,,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,not_in_world_candidate_union
2766,寻找OOX-22/FE！,future_level_band,菲拉斯,40,45,45,5540,40,11100,travel_dialogue_or_turnin,,0.9,1.4,2.4,7928.6,0.0,,,2767,,medium_high,
2973,新斗篷的光辉,future_level_band,菲拉斯,38,45,45,5540,40,11100,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=10:sources=小精龙,被俘获的小精龙",10.9,41.95,138.1,264.6,17.74,,,2974,drop_rate_required,low_until_manual_review,server_drop_rate_needed
2975,菲拉斯的食人魔,future_level_band,菲拉斯,38,43,43,3750,40,7500,multi_target_shared_kill,kill:regular_shared_kills:count=10:sources=戈杜尼食人魔; kill:regular_shared_kills:count=10:sources=戈杜尼食人魔法师; kill:regular_shared_kills:count=5:sources=戈杜尼蛮兵,15.7,23.97,38.84,312.9,19.19,,,2980,,medium,
3121,奇怪的要求,future_level_band,菲拉斯,40,45,45,2750,40,5500,travel_dialogue_or_turnin,,1.29,1.93,3.22,2849.7,5.96,,,3122,,medium_high,
3122,向巫医尤克里回复,future_level_band,菲拉斯,40,45,45,1380,40,2800,travel_dialogue_or_turnin,,1.29,1.92,3.2,1458.3,5.88,3121,,,,medium_high,
3123,测试容器,future_level_band,菲拉斯,40,47,47,6040,40,12100,item_source_not_in_questie,item:item_source_not_in_questie:count=10:sources=,5.97,11.49,22.53,1053.1,0.99,3122,,3124,active_item_or_spell_use,low_until_manual_review,item_source_missing:9594
3124,角鹰兽灵魂精华,future_level_band,菲拉斯,40,47,47,6040,40,12100,item_source_not_in_questie,item:item_source_not_in_questie:count=10:sources=,5.93,11.45,22.47,1056.8,0.51,3123,,3125,active_item_or_spell_use,low_until_manual_review,item_source_missing:9595
3125,精灵龙灵魂精华,future_level_band,菲拉斯,40,45,45,5540,40,11100,item_source_not_in_questie,item:item_source_not_in_questie:count=8:sources=,4.9,9.4,18.4,1180.9,0.0,3124,,3126,active_item_or_spell_use,low_until_manual_review,item_source_missing:9596
3126,树人灵魂精华,future_level_band,菲拉斯,40,50,50,6810,40,13600,item_source_not_in_questie,item:item_source_not_in_questie:count=3:sources=,2.43,4.45,8.47,3056.2,0.51,3125,,3127,active_item_or_spell_use,low_until_manual_review,item_source_missing:9593
3127,山岭巨人灵魂精华,future_level_band,菲拉斯,40,50,50,6810,40,13600,item_source_not_in_questie,item:item_source_not_in_questie:count=7:sources=,4.4,8.4,16.4,1619.0,0.0,3126,,,active_item_or_spell_use,low_until_manual_review,item_source_missing:9597
3129,灵魂武器,future_level_band,菲拉斯,40,50,50,6810,40,13600,travel_dialogue_or_turnin,,0.9,1.4,2.4,9714.3,0.0,,"3127,3128",,,medium_high,
2881,巨魔部族项链,future_level_band,辛特兰,40,45,0,0,40,0,single_creature_drop,"item:single_regular_creature_task_item:count=1:sources=邪枝掷斧者,邪枝巫医,邪枝猎头者,邪枝暗影法师",1.89,9.32,30.79,,0.0,,,,"elite_or_rare_target,non_npc_finish_or_missing_finish,non_npc_start_or_missing_start",medium,
2933,毒液瓶,future_level_band,辛特兰,40,43,43,5050,40,10100,travel_dialogue_or_turnin,,8.9,19.4,37.4,520.6,,,,2934,cross_zone_or_multi_zone,low_until_manual_review,
2935,请教加德林大师,future_level_band,辛特兰,40,45,45,4150,40,8300,travel_dialogue_or_turnin,,8.9,19.4,37.4,427.8,,2934,,2936,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,not_in_world_candidate_union
2938,送往幽暗城的毒药,future_level_band,辛特兰,40,55,55,12250,40,24500,travel_dialogue_or_turnin,,8.9,19.4,37.4,1262.9,,2937,,,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,not_in_world_candidate_union
4787,远古之卵,future_level_band,辛特兰,40,50,50,8500,40,17000,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Ancient Egg,9.32,20.07,39.48,847.0,0.0,3527,,3528,"cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,
652,打开钥匙之石,available_by_level_subject_to_prerequisites,阿拉希高地,30,42,42,4820,40,9600,single_named_drop,item:single_named_creature_task_item:count=1:sources=弗兹鲁克,5.52,7.85,15.08,1222.9,74.85,651,,,,medium,
2440,白金圆盘,future_level_band,雷霆崖,40,47,47,600,40,1200,travel_dialogue_or_turnin,,2.19,3.6,6.07,333.3,18.36,2280,,,,medium_high,
3042,巨魔调和剂,future_level_band,塔纳利斯,40,45,45,8300,41,16600,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=20:sources=沙怒暗影法师,沙怒饮血者,沙怒巫医,沙怒暗影猎手",36.74,137.23,450.57,121.0,0.26,,,,"cross_zone_or_multi_zone,drop_rate_required,dungeon_objective_source,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
736,星，手，心,available_by_level_subject_to_prerequisites,幽暗城,30,44,44,7900,41,15800,mixed_with_personal_item,item:multiple_creature_task_item_drops:count=None:sources=守财奴格雷尔伯格; item:multiple_creature_task_item_drops:count=None:sources=贪婪的达古恩; item:multiple_creature_task_item_drops:count=None:sources=死灵莫格,13.26,49.88,143.96,316.8,0.0,728,,737,"cross_zone_or_multi_zone,drop_rate_required,elite_or_rare_target",low_until_manual_review,"objective_count:missing_counts,server_drop_rate_needed"
1426,海中的威胁,available_by_level_subject_to_prerequisites,悲伤沼泽,35,43,43,6300,41,12600,multi_target_shared_kill,kill:regular_shared_kills:count=10:sources=沼泽鱼人; kill:regular_shared_kills:count=10:sources=沼泽喷墨鱼人; kill:regular_shared_kills:count=10:sources=沼泽食腐鱼人,18.71,29.41,48.64,428.4,8.19,1422,,1427,,medium,
1430,新鲜的螃蟹腿,available_by_level_subject_to_prerequisites,悲伤沼泽,35,44,44,5290,41,10600,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=10:sources=巨型淤泥蟹,13.86,46.1,145.28,229.9,95.79,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
3443,铸造火炬杆,future_level_band,灼热峡谷,40,48,48,6290,41,12600,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=8:sources=黑铁地质学家,黑铁锻造师,奴隶工,黑铁奴隶贩子",8.01,31.66,104.05,398.0,16.73,3442,,3452,drop_rate_required,low_until_manual_review,server_drop_rate_needed
3452,烈焰之盒,future_level_band,灼热峡谷,40,50,50,6810,41,13600,single_creature_drop,"item:single_regular_creature_task_item:count=1:sources=暮光黑暗萨满祭司,暮光火焰卫士,暮光地占师,暮光崇拜者",2.96,8.59,25.03,1583.2,34.51,3443,,3453,,medium,
197,猎龙,available_by_level_subject_to_prerequisites,荆棘谷,28,43,43,5050,41,10100,single_named_drop,item:single_named_creature_task_item:count=1:sources=泰希斯,6.85,9.75,19.75,1035.9,67.09,196,,,,medium,
208,王牌猎人,available_by_level_subject_to_prerequisites,荆棘谷,28,43,43,7550,41,15100,single_named_drop,item:single_named_creature_task_item:count=1:sources=虎王邦加拉什,5.81,9.88,22.78,1528.3,49.8,,"188,193,197",,elite_or_rare_target,medium,
573,摩克萨尔丁的魔法,available_by_level_subject_to_prerequisites,荆棘谷,33,44,44,6600,41,13200,mixed_with_personal_item,kill:regular_shared_kills:count=10:sources=纳迦探险者; item:task_item_world_object_pickup:count=None:sources=The Holy Spring,12.02,18.98,33.11,695.5,66.38,571,,,object_respawn_and_multi_click_unknown,low_until_manual_review,objective_count:missing_counts
589,歌唱水晶,available_by_level_subject_to_prerequisites,荆棘谷,30,45,45,5540,41,11100,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=3:sources=铁腭蜥蜴,6.77,20.6,62.65,538.8,45.98,588,,591,drop_rate_required,low_until_manual_review,server_drop_rate_needed
617,一捆海蛇草,future_level_band,荆棘谷,38,43,43,5050,41,10100,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=10:sources=纳迦探险者,12.52,47.22,156.17,213.9,28.4,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
712,研究石元素,available_by_level_subject_to_prerequisites,荒芜之地,35,42,42,4820,41,9600,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=5:sources=巨型石元素,8.62,25.98,76.36,369.5,84.58,711,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
2822,质量的保证,future_level_band,菲拉斯,40,46,46,5790,41,11600,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=10:sources=深痕雪人,暴怒的巨型深痕雪人,暴怒的深痕雪人,潜行者布拉多尔",13.78,46.72,148.54,248.3,56.64,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
2863,突然袭击,future_level_band,菲拉斯,39,43,43,3750,41,7500,shared_kill,kill:regular_shared_kills:count=1:sources=木爪突击队员,3.32,4.89,8.05,1533.7,26.72,2862,,2902,,low_until_manual_review,objective_count:ambiguous_extra_numbers
2934,完好无损的毒囊,future_level_band,辛特兰,40,45,45,5540,41,11100,single_creature_drop,"item:single_regular_creature_task_item:count=1:sources=枯木巢穴守卫,查卡斯",9.81,24.87,56.19,446.3,0.0,2933,,2935,cross_zone_or_multi_zone,low_until_manual_review,
1691,废土的公正,future_level_band,塔纳利斯,40,44,44,5290,42,10600,multi_target_shared_kill,kill:regular_shared_kills:count=10:sources=废土游荡者; kill:regular_shared_kills:count=8:sources=废土刺客; kill:regular_shared_kills:count=6:sources=废土暗法师,15.7,24.54,40.82,431.9,29.54,1690,,,,medium,
2741,超级测蛋器,future_level_band,塔纳利斯,42,47,47,6040,42,12100,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Hippogryph Egg,9.32,20.07,39.48,602.9,0.0,,,,"cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,
8365,海盗的帽子！,future_level_band,塔纳利斯,40,45,45,5540,42,11100,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=20:sources=南海海盗,南海劫掠者,南海码头工人,南海流氓",23.13,85.54,282.8,129.8,48.65,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
8366,南海复仇,future_level_band,塔纳利斯,40,45,45,5540,42,11100,multi_target_shared_kill,kill:regular_shared_kills:count=10:sources=南海海盗; kill:regular_shared_kills:count=10:sources=南海劫掠者; kill:regular_shared_kills:count=10:sources=南海码头工人; kill:regular_shared_kills:count=10:sources=南海流氓,29.19,49.39,86.31,224.7,48.65,,,,,medium,
81,送回蜜酒,future_level_band,奥格瑞玛,42,48,48,6290,42,12600,travel_dialogue_or_turnin,,8.9,19.4,37.4,649.5,0.0,77,,,cross_zone_or_multi_zone,low_until_manual_review,
649,寻找蜜酒,future_level_band,奥格瑞玛,42,48,48,625,42,1250,travel_dialogue_or_turnin,,0.9,1.41,2.41,886.5,0.2,,,650,,medium_high,
650,寻找蜜酒,future_level_band,奥格瑞玛,42,48,48,6290,42,12600,travel_dialogue_or_turnin,,8.9,19.4,37.4,649.5,,649,,77,cross_zone_or_multi_zone,low_until_manual_review,
2995,联络中心,future_level_band,幽暗城,42,47,47,4500,42,9000,mixed_objectives,object:multiple_world_objects:count=None:sources=Highvale Records; object:multiple_world_objects:count=None:sources=Highvale Notes; object:multiple_world_objects:count=None:sources=Highvale Report,10.15,21.4,43.65,420.6,0.0,,,,"active_item_or_spell_use,cross_zone_or_multi_zone",low_until_manual_review,objective_count:missing_counts
348,荆棘谷热疫,future_level_band,荆棘谷,40,45,45,8300,42,16600,single_named_drop,item:single_named_creature_task_item:count=1:sources=野蛮的莫克,1.82,2.89,6.99,5743.9,0.3,,,,active_item_or_spell_use,medium,
594,瓶中信,future_level_band,荆棘谷,42,42,42,3600,42,7200,travel_dialogue_or_turnin,,0.9,1.4,2.4,5142.9,0.0,,,630,,medium_high,
609,讨债行动,available_by_level_subject_to_prerequisites,荆棘谷,30,44,44,5290,42,10600,mixed_with_personal_item,"item:multiple_creature_task_item_drops:count=None:sources=""畸形足""玛雷·维尔金斯; item:multiple_creature_task_item_drops:count=None:sources=火柴棍乔乔; item:multiple_creature_task_item_drops:count=None:sources=拇指苏克",6.95,21.98,64.66,482.3,52.63,607,,,drop_rate_required,low_until_manual_review,"objective_count:missing_counts,server_drop_rate_needed"
630,瓶中信,future_level_band,荆棘谷,42,42,42,4820,42,9600,single_named_drop,item:single_named_creature_task_item:count=1:sources=穆克拉,2.51,3.68,7.99,2608.7,8.22,594,,,active_item_or_spell_use,medium,
2980,菲拉斯的食人魔,future_level_band,菲拉斯,38,44,44,5290,42,10600,multi_target_shared_kill,kill:regular_shared_kills:count=10:sources=戈杜尼萨满祭司; kill:regular_shared_kills:count=10:sources=戈杜尼术士; kill:regular_shared_kills:count=5:sources=戈杜尼虐待者,16.72,26.0,43.4,407.7,52.38,2975,,,,medium,
7730,祖卡什的入侵,future_level_band,菲拉斯,39,45,45,5540,42,11100,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=20:sources=祖卡什毒刺蝎,祖卡什异种蝎,祖卡什工蝎,祖卡什掘洞蝎",22.87,85.19,282.25,130.3,38.85,2903,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
77,收集蜜糖,future_level_band,辛特兰,42,48,48,6290,42,12600,world_object_item_collection,item:task_item_world_object_pickup:count=10:sources=Horde Supply Crate,8.2,12.25,22.71,1028.6,62.24,650,,,object_respawn_and_multi_click_unknown,low_until_manual_review,
2782,林吉的秘密,future_level_band,辛特兰,42,47,47,3000,42,6000,travel_dialogue_or_turnin,,8.9,19.4,37.4,309.3,,2742,,,cross_zone_or_multi_zone,low_until_manual_review,
8273,奥兰的感谢,future_level_band,辛特兰,42,47,47,6040,42,12100,travel_dialogue_or_turnin,,1.9,4.4,10.4,2750.0,,2782,,,automatic_route_candidate_missing,low_until_manual_review,not_in_world_candidate_union
644,托尔贝恩符印,available_by_level_subject_to_prerequisites,阿拉希高地,32,42,42,4820,42,9600,single_named_drop,item:single_named_creature_task_item:count=1:sources=加林·托尔贝恩王子,6.61,9.24,16.54,1039.0,102.92,643,,645,,medium,
656,召唤大地公主,available_by_level_subject_to_prerequisites,阿拉希高地,30,50,50,10200,42,20400,single_named_drop,item:single_named_creature_task_item:count=1:sources=密斯莱尔,11.85,25.52,57.44,799.4,0.0,692,,,"active_item_or_spell_use,cross_zone_or_multi_zone,elite_or_rare_target",low_until_manual_review,
351,寻找OOX-17/TN！,future_level_band,塔纳利斯,43,48,48,6290,43,12600,travel_dialogue_or_turnin,,0.9,1.4,2.4,9000.0,0.0,,,648,,medium_high,
2875,通缉：安德雷·费尔比德,future_level_band,塔纳利斯,38,45,45,5540,43,11100,single_named_drop,item:single_named_creature_task_item:count=1:sources=安德雷·费尔比德,4.86,6.93,13.23,1601.7,52.48,,,,,medium,
3161,加兹瑞迪安,future_level_band,塔纳利斯,43,48,48,6290,43,12600,world_object_item_collection,item:task_item_world_object_pickup:count=30:sources=Gahz'ridian,15.64,24.39,42.53,516.6,38.4,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,
1428,海中的威胁,available_by_level_subject_to_prerequisites,悲伤沼泽,35,45,45,5540,43,11100,multi_target_shared_kill,kill:regular_shared_kills:count=10:sources=沼泽喷墨鱼人; kill:regular_shared_kills:count=10:sources=沼泽食腐鱼人; kill:regular_shared_kills:count=10:sources=沼泽鱼人智者,17.17,24.52,37.78,452.7,39.97,1427,,,,medium,
4449,被锁起来的矮人,future_level_band,灼热峡谷,43,45,45,5540,43,11100,mixed_with_personal_item,"kill:regular_shared_kills:count=8:sources=黑铁地质学家; item:multiple_creature_task_item_drops:count=15:sources=黑铁地质学家,黑铁锻造师,奴隶工,黑铁奴隶贩子",21.0,71.78,230.71,154.6,61.21,,,4450,"active_item_or_spell_use,drop_rate_required",low_until_manual_review,server_drop_rate_needed
4450,塔纳利斯的账本,future_level_band,灼热峡谷,43,46,46,7200,43,14400,mixed_with_personal_item,item:task_item_world_object_pickup:count=None:sources=Goodsteel Ledger; item:multiple_creature_task_item_drops:count=None:sources=晶网蜘蛛; item:task_item_world_object_pickup:count=None:sources=Damaged Crate; item:multiple_creature_task_item_drops:count=None:sources=加奎亚,11.58,31.99,80.63,450.1,5.6,4449,,,"cross_zone_or_multi_zone,drop_rate_required,object_respawn_and_multi_click_unknown",low_until_manual_review,"objective_count:missing_counts,server_drop_rate_needed"
4451,自由的钥匙,future_level_band,灼热峡谷,43,47,47,7550,43,15100,travel_dialogue_or_turnin,,0.9,1.4,2.4,10785.7,0.0,,,,active_item_or_spell_use,medium_high,
586,甘祖拉恩,available_by_level_subject_to_prerequisites,荆棘谷,30,46,46,5790,43,11600,mixed_with_personal_item,kill:regular_shared_kills:count=8:sources=劈颅猎人; kill:regular_shared_kills:count=6:sources=劈颅猎头者; kill:regular_shared_kills:count=4:sources=劈颅狂战士; item:multiple_creature_task_item_drops:count=None:sources=野蛮的安纳希克,13.36,22.64,44.48,512.4,43.36,584,,,drop_rate_required,low_until_manual_review,"objective_count:missing_counts,server_drop_rate_needed"
591,心灵之眼,available_by_level_subject_to_prerequisites,荆棘谷,30,46,46,5790,43,11600,single_named_drop,item:single_named_creature_task_item:count=1:sources=麦佐斯,4.43,6.35,12.34,1826.8,41.32,589,,,,medium,
778,不祥的感觉,available_by_level_subject_to_prerequisites,荒芜之地,35,45,45,6900,43,13800,single_named_drop,item:single_named_creature_task_item:count=1:sources=法姆雷托守护者,1.79,2.84,6.89,4859.2,0.0,777,,,,medium,
2979,黑暗仪式,future_level_band,菲拉斯,38,46,46,5790,43,11600,single_creature_drop,item:single_regular_creature_task_item:count=1:sources=戈杜尼大法师,5.77,12.03,29.5,964.3,61.07,2978,,3002,,medium,
3128,天然材料,future_level_band,菲拉斯,40,50,50,6810,43,13600,mixed_with_personal_item,"item:multiple_creature_task_item_drops:count=2:sources=森林漫游者; item:multiple_creature_task_item_drops:count=6:sources=精龙,小精龙,大地行者,峭壁巨人; item:multiple_creature_task_item_drops:count=20:sources=乱羽角鹰兽,乱羽翼鹿,乱羽鸣天者,乱羽角鹰雄兽; item:multiple_creature_task_item_drops:count=40:sources=小精龙,乱羽角鹰兽,乱羽翼鹿,乱羽鸣天者",63.43,247.92,817.69,54.9,55.35,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
485,找到OOX-09/HL！,future_level_band,辛特兰,43,48,48,6290,43,12600,travel_dialogue_or_turnin,,0.9,1.4,2.4,9000.0,0.0,,,836,,medium_high,
2606,好味道,future_level_band,塔纳利斯,44,49,49,655,44,1300,travel_dialogue_or_turnin,,1.01,1.55,2.63,838.7,1.94,2605,,2641,,medium_high,
2641,斯普琳科的秘密佐料,future_level_band,塔纳利斯,44,49,49,6550,44,13100,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Violet Tragan,9.32,20.07,39.48,652.7,0.0,2606,,,"cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,
2661,给马林的粉末,future_level_band,塔纳利斯,44,49,49,655,44,1300,travel_dialogue_or_turnin,,1.01,1.55,2.63,838.7,1.94,2641,,2662,,medium_high,
2662,诺格弗格药剂,future_level_band,塔纳利斯,44,49,0,0,44,0,travel_dialogue_or_turnin,,0.9,1.4,2.4,,0.0,2661,,,,medium_high,
2770,加兹瑞拉,future_level_band,塔纳利斯,40,50,50,10200,44,20400,single_named_drop,item:single_named_creature_task_item:count=1:sources=加兹瑞拉,6.14,12.48,37.01,1634.6,,,,,"automatic_route_candidate_missing,elite_or_rare_target",low_until_manual_review,not_in_world_candidate_union
2781,通缉：卡利夫·斯科比斯汀,future_level_band,塔纳利斯,38,46,46,7200,44,14400,single_named_drop,item:single_named_creature_task_item:count=1:sources=卡利夫·斯科比斯汀,3.42,5.01,10.3,2874.3,27.62,,,,,medium,
3504,叛徒,future_level_band,奥格瑞玛,44,53,53,3800,44,7600,travel_dialogue_or_turnin,,8.9,19.4,37.4,391.8,,,,3505,cross_zone_or_multi_zone,low_until_manual_review,
3507,叛徒,future_level_band,奥格瑞玛,44,56,56,10550,44,21100,travel_dialogue_or_turnin,,8.9,19.4,37.4,1087.6,0.0,3506,,,cross_zone_or_multi_zone,low_until_manual_review,
3442,无瑕之焰,future_level_band,灼热峡谷,40,48,48,6290,44,12600,mixed_with_personal_item,"item:multiple_creature_task_item_drops:count=4:sources=炽热元素,地狱元素,熔岩元素,斯卡尔德; item:multiple_creature_task_item_drops:count=4:sources=温和的作战傀儡,重型作战傀儡,熔岩元素",10.04,42.05,142.47,299.6,36.74,3441,,3443,"drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
7734,更高的品质,future_level_band,菲拉斯,40,48,48,6290,44,12600,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=10:sources=狂暴的怒痕雪人,老年怒痕雪人,残忍的怒痕雪人",13.91,48.68,157.69,258.8,49.29,2822,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
7829,野蛮的枭兽,future_level_band,辛特兰,44,48,48,6290,44,12600,shared_kill,kill:regular_shared_kills:count=10:sources=野蛮的枭兽,11.0,17.42,29.65,723.3,73.34,,,,,medium_high,
7839,邪枝窃贼,future_level_band,辛特兰,44,48,48,6290,44,12600,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Slagtree's Lost Tools,5.06,7.06,12.22,1784.7,74.35,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,
7841,给蛮锤部族的警告,future_level_band,辛特兰,44,48,48,6290,44,12600,multi_target_shared_kill,kill:regular_shared_kills:count=8:sources=高原斥候; kill:regular_shared_kills:count=5:sources=高原前锋; kill:regular_shared_kills:count=5:sources=高原游侠; kill:regular_shared_kills:count=2:sources=高原神射手,16.82,24.23,38.29,520.0,113.7,,,7842,,medium,
